Xa1,Xb1,Xc1,Xd1,Ya1,Yb1,Yc1,Yd1,Time
7066.776576,265.623859,10.343876,1774.975053,8010.974722,75.503806,10.331801,2723.159427,17:59:30
7100.920756,265.630646,10.238287,1766.321262,7998.025385,75.528771,10.326204,2707.956500,17:59:31
7121.864864,265.601469,10.256468,1763.931756,8015.189241,75.481411,10.346166,2704.244426,17:59:31
7136.656781,265.601896,10.250748,1761.662078,8002.089246,75.449488,10.401294,2699.258066,17:59:32
7103.139272,265.599206,10.255009,1755.613484,8014.324560,75.461871,10.322350,2691.134441,17:59:32
7173.411172,265.599625,10.141943,1751.606393,7990.630712,75.481963,10.366180,2683.403851,17:59:32
7169.269703,265.650163,10.097630,1749.128657,7961.204582,75.494832,10.320342,2681.758266,17:59:33
7043.870392,265.648148,10.300752,1753.267641,7972.501673,75.483109,10.269466,2691.566768,17:59:33
7071.089831,265.679044,10.314076,1764.338086,7983.012551,75.437991,10.307739,2708.706686,17:59:34
7101.946380,265.667048,10.225942,1772.159247,7960.734993,75.418758,10.374703,2716.576133,17:59:34
7094.732739,265.636647,10.217029,1769.559822,7957.850051,75.434386,10.319454,2714.901237,17:59:34
7045.249770,265.598412,10.350026,1773.680447,8027.001707,75.439722,10.284277,2721.387522,17:59:35
7068.363102,265.600523,10.315324,1779.455835,8005.001405,75.440772,10.347152,2728.420018,17:59:35
7030.875612,265.610695,10.389092,1768.091516,8008.186359,75.476243,10.306964,2713.592250,17:59:35
7030.871335,265.603941,10.368274,1761.712643,7997.853656,75.512254,10.310394,2703.064090,17:59:36
7086.557155,265.613703,10.301527,1758.134613,8001.158578,75.459769,10.343638,2696.011410,17:59:36
7103.709927,265.636260,10.215692,1776.649076,7974.982636,75.430726,10.259672,2728.834299,17:59:43
7111.079178,265.585743,10.251513,1786.878434,7994.243194,75.435919,10.317627,2742.529223,17:59:45
7108.957834,265.589040,10.260988,1792.571560,8004.845275,75.475018,10.343835,2749.501636,17:59:55
7079.601798,265.607883,10.307433,1792.196793,8012.472398,75.469684,10.302528,2750.943470,17:59:57
7079.601798,265.607883,10.307433,1792.196793,8012.472398,75.469684,10.302528,2750.943470,17:59:57
7091.149205,265.601917,10.272098,1781.038343,8035.393917,75.467093,10.302549,2730.710392,17:59:58
7105.925794,265.615052,10.220791,1769.663792,8000.238412,75.439485,10.308717,2713.536216,17:59:58
7109.865640,265.609351,10.219169,1775.426977,8014.953665,75.455915,10.355914,2718.965119,17:59:58
7088.551247,265.603795,10.256034,1770.257447,8011.818105,75.464741,10.344412,2712.050683,17:59:59
